id_phrase,phrase,prompt
3684,I usually have a bad cough when I get flu.,Cough
3685,I feel a sharp pain in my head when I think too hard.,Head ache
3686,My body feels weak and i think that my face is fade and i can't sleep well,Body feels weak
3687,When I tried to take care if my hair I found that it is falling out,Hair falling out
3688,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne
3689,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
3690,There are lots of hairs on my pillow in the morning.,Hair falling out
3691,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
3692,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts
3693,When I play sports  I have some burning sensation in my spine,Back pain
3694,My acne is really embarassing. It's so read.,Acne
3695,My acne itches and oozes.,Acne
3696,It itches inside my ears.,Ear ache
3697,"Even if the temperature is high in the house,  my body is always cold",Feeling cold
3698,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",Blurry vision
3699,I have a red rash that is itchy on my skin,Skin issue
3700,My head is so heavy can't think normally,Head ache
3701,I feel a sharp pain in the stomach after eating,Stomach ache
3702,My chest hurts when I go to take a breath,Hard to breath
3703,I'm not feeling good I get infection wound,Infected wound
3704,Every time I look to left I feel a sharp pain in my neck.,Neck pain
3705,I'm not hearing well I have problem with my ear,Ear ache
3706,when i wake up in the morning i feel dizzy,Feeling dizzy
3707,I feel a pain in my back,Back pain
3708,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
3709,I've got a hard time to breath- am I having a heart attack?,Hard to breath
3710,I've been feeling very sad lately,Emotional pain
3711,When i'm doing sport I have pain under my skin,Muscle pain
3712,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break.",Emotional pain
3713,I have a cut that has become red and oozes puss.,Infected wound
3714,I have a split on my thumb that will not heal.,Open wound
3715,i feel pain in my foot,Foot ache
3716,i feel dizzy after severe diarrhea,Feeling dizzy
3717,I feel like the room is spinning,Feeling dizzy
3718,I feel pain in my neck while I'm working.,Neck pain
3719,I lose a lot of my hair,Hair falling out
3720,I've had this cough for two weeks.,Cough
3721,I feel pain when parting loved ones,Emotional pain
3722,After an hard working day I have foot ache,Foot ache
3723,I think my wound is infected,Infected wound
3724,i feel pain in my knee,Knee pain
3725,i have pain like needles in my joints.,Joint pain
3726,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports
3727,Sometimes my body feels week without reason,Body feels weak
3728,I'm in need for a treatment for my hair fall,Hair falling out
3729,I have a lot of mucus when I cough.,Cough
3730,I visited many doctors but they can't find the right treatment toget my hair back,Hair falling out
3731,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
3732,Is pimples a skin disease?,Acne
3733,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break.",Emotional pain
3734,I feel really sad all the time.,Emotional pain
3735,Every morning when I wake up my neck feels like I slept on in wrong.,Muscle pain
3736,I have a head pain every single day.,Internal pain
3737,Since I went into the forest  I have pain on my ear,Ear ache
3738,I have shooting pains up and down my back.,Back pain
3739,I feel a strange and powerful pain inside my rib cage,Heart hurts
3740,When i'm doing sport I have pain under my skin,Muscle pain
3741,My knees seem to grind as I go up or down stairs.,Knee pain
3742,I feel dizzy whenever I stand up.,Feeling dizzy
3743,I feel a great amount of pressure of my head.,Head ache
3744,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache
3745,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports
3746,i have shoulder pain after doing any home work.,Shoulder pain
3747,I have a powerful pain inside my neck,Neck pain
3748,It hurts when I raise my arm up,Shoulder pain
3749,I must see a doctor i have an open wound,Open wound
3750,i hit the ground when trying to shoot a basketball,Injury from sports
3751,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
3752,i can't breath because of  Cough,Cough
3753,I can hardly move my neck.  It hurts.,Neck pain
3754,My sore looks like its not healing well.,Infected wound
3755,Even though I'm an adult my face keeps breaking out in pimples.,Acne
3756,i have a strong shoulder pain,Shoulder pain
3757,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound
3758,"surgical wounds red, firing pus, painful and hot to the touch",Infected wound
3759,I have a sharp pain in my lower stomach.,Stomach ache
3760,I have a dull ache in  my lower back which makes it difficult to move,Back pain
3761,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
3762,My joints ache whenever it is cold,Joint pain
3763,I visited many doctors but they can't find the right treatment toget my hair back,Hair falling out
3764,there pain in my foot,Foot ache
3765,When I was young I had an injury from sports in my knee.,Injury from sports
3766,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain
3767,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,Injury from sports
3768,My stomach feels starts hurting but then it feels better after I eat something mild.,Stomach ache
3769,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound
3770,I get clusters of pimples on my face that never go away.,Acne
3771,My heart hurts when I exercise,Heart hurts
3772,I can't carry anything I have a pain in my shoulder,Shoulder pain
3773,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
3774,My upper back has been sore for a week.,Back pain
3775,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
3776,My shower drain is full of hair every time.,Hair falling out
3777,I have pain in my colon and my stomach like something cutting it,Stomach ache
3778,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
3779,my temperature dropped and my body get synosed,Feeling cold
3780,I'm in need for a treatment for my hair fall,Hair falling out
3781,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
3782,When I stand up too quick my vision is blurry.,Blurry vision
3783,"My body feels weak after my first day in the gym, why?",Body feels weak
3784,"My hair is coming out in chunks, especially when I wash it",Hair falling out
3785,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.,Ear ache
3786,I get chills and aches all over.,Feeling cold
3787,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
3788,i have pain but i can't specify place,Internal pain
3789,I feel a sharp pain in my stomach,Internal pain
3790,My stomach has been sore since yesterday.,Stomach ache
3791,fell skull is cracked like nuts,Head ache
3792,I have a headache every time I eat ice cream,Head ache
3793,My calves feel like they are tight as knots and are throbbing,Muscle pain
3794,I have a dull ache in my head,Head ache
3795,"At first it feels really numb, but then a thousand needles start to prick through my foot.",Foot ache
3796,I can't work good I have a pain in my knee,Knee pain
3797,I feel fluid trying to come up when I cough.,Cough
3798,i have a problem in my back i cannot extend it,Back pain
3799,These red spots on my cheeks are new. What is it?,Skin issue
3800,When i eat i feel my stomach hurts,Stomach ache
3801,"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy
3802,I had a pain in my knee when I was swimming,Knee pain
3803,"My stomach aches when I eat hot food, why?",Stomach ache
3804,My back hurts a lot when I bend,Back pain
3805,when i wake up in the morning i feel dizzy,Feeling dizzy
3806,heart aches so much,Heart hurts
3807,My kee is swallowing which indicates i have an infected wound,Infected wound
3808,longitudinal burning line across back with hard respiratory movements,Back pain
3809,I'm not feeling good I get infection wound,Infected wound
3810,I get big patches of irritated pimples on my back and they hurt.,Acne
3811,I feel emotionally crushed,Emotional pain
3812,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
3813,I'm not hearing well I have problem with my ear,Ear ache
3814,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath
3815,My acne is really embarassing. It's so read.,Acne
3816,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
3817,There is a tingling sensation in my neck.,Neck pain
3818,I think there's fluid in my ears.,Ear ache
3819,My heart feels like it's going to explode.,Heart hurts
3820,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain
3821,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts
3822,I have constant stomach pain and bloating.,Internal pain
3823,After a breakup  I feel something strange in me.,Emotional pain
3824,I have some pain when i'm walking around my knees,Joint pain
3825,My hair is falling out in bunches.,Hair falling out
3826,It itches inside my ears.,Ear ache
3827,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
3828,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound
3829,I feel a sharp pain in my ankle joint when I stand.,Joint pain
3830,I feel a clicking sensation in my knee each time I step.,Joint pain
3831,I have pimples in patches along with a lot of redness on my face.,Acne
3832,"When I go to stand, my head starts swirling",Feeling dizzy
3833,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain
3834,I feel cold when the night comes,Feeling cold
3835,heart aches so much,Heart hurts
3836,Is there a cure for acne?,Acne
3837,I had internal pain and gases when I ate indian spicy food yesterday,Internal pain
3838,I have a red rash that is itchy on my skin,Skin issue
3839,I can't walk well I have an ache in my foot,Foot ache
3840,I always feel like I have menstrual pains even if I don't have my period.,Internal pain
3841,My foot had been aching since last Tuesday.,Foot ache
3842,I feel like l fell in hot water,Skin issue
3843,I feel a sharp pain in my ankle joint when I stand.,Joint pain
3844,When I brush my hair I notice big clumps of hair coming out in the brush.,Hair falling out
3845,I fell a stiffness in my elbows and shoulders,Joint pain
3846,I feel lightheaded when I stand up,Feeling dizzy
3847,I feel dizzy and out of sight,Feeling dizzy
3848,I can't carry anything I have a pain in my shoulder,Shoulder pain
3849,I tried alot of cream but i still feel the same skin problem,Skin issue
3850,I'm suffering from sharp cough Accompanied by  phlegm,Cough
3851,i feel pain in my stomach,Stomach ache
3852,The acne was causing me to feel embarrassed.,Acne
3853,i was playing football and injuried with joint pain.,Joint pain
3854,My upper back has been sore for a week.,Back pain
3855,i feel pain in my foot,Foot ache
3856,I have a hair shortage,Hair falling out
3857,i feel pain in my back,Back pain
3858,I feel discomfort throughout the body in general,Body feels weak
3859,My skin is itchy and inflamed,Skin issue
3860,I feel deep Tingling when I touch Acne followed by bad sensation,Acne
3861,I feel severe itching in the skin with redness,Skin issue
3862,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound
3863,i feel pain in my stomach,Stomach ache
3864,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
3865,I m feeling cold though the temperature is high,Feeling cold
3866,I feel increased heart rate with prick,Heart hurts
3867,I tried alot of cream but i still feel the same skin problem,Skin issue
3868,I have a sharp pain in my neck,Neck pain
3869,My knees hurt so bad to walk that I stay sitting more than I should.,Knee pain
3870,I feel pain in the lower back,Back pain
3871,I'm not feeling good I can't take my breath,Hard to breath
3872,I could not exercise because of my knee pain,Knee pain
3873,What's the symptoms of appendicitis?,Internal pain
3874,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts
3875,I have a scab on the back of my hand that just won't go away.,Skin issue
3876,I have constant stomach pain and bloating.,Internal pain
3877,I have pain in my chest that saddens me.,Heart hurts
3878,I cut myself and I'm bleeding.,Open wound
3879,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
3880,"After playing tennis,  I had a powerful sensation close to my neck",Shoulder pain
3881,Is pimples a skin disease?,Acne
3882,My acne itches and oozes.,Acne
3883,I have a scab on the back of my hand that just won't go away.,Skin issue
3884,I've got a hard time to breath- am I having a heart attack?,Hard to breath
3885,I feel really sad all the time.,Emotional pain
3886,Something dark is there on my arm,Skin issue
3887,I have a head pain every single day.,Internal pain
3888,Mr hair is falling out just by combing it.,Hair falling out
3889,My shoulder hurts me so much,Shoulder pain
3890,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
3891,When I tried to be warm and wear more clothes I found that I was still cold,Feeling cold
3892,I had a pain in my knee when I was swimming,Knee pain
3893,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain
3894,"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy
3895,I have a cut on my foot that became infected from using the showers at the gym.,Infected wound
3896,I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
3897,I was very active in sports but now my body is feeling pain.,Injury from sports
3898,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne
3899,I hit myself and the would doesn't want to heal,Open wound
3900,I've got a hard time to breath- am I having a heart attack?,Hard to breath
3901,I have a head pain every single day.,Internal pain
3902,When I play sports  I have some burning sensation in my spine,Back pain
3903,"Even if the temperature is high in the house,  my body is always cold",Feeling cold
3904,When i'm driving my eyes see in double,Blurry vision
3905,"redness, swelling, and difficulty walking",Knee pain
3906,The area around my heart doesn't feel good.,Heart hurts
3907,My knees swell right below the knee cap and hurt when I put weight on them.,Knee pain
3908,I have an ear ache when showering,Ear ache
3909,My infected wound caused a fever,Infected wound
3910,i have a pain in my elbow joint,Joint pain
3911,My head hurts when I'm doing this.,Head ache
3912,when i extend my leg there is pain in knee joint,Joint pain
3913,there is a red stain in my skin,Skin issue
3914,i can't see well,Blurry vision
3915,My foot hurts and I can't turn it.  Maybe it's broken.,Foot ache
3916,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
3917,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain
3918,My knee is hurting so badly.,Joint pain
3919,My ear hurts when I touch it.,Ear ache
3920,I'm feeling nauseous,Stomach ache
3921,my ear hurts me badly,Ear ache
3922,My chest hurts when I smoke,Internal pain
3923,When i get up i see my skin vague,Skin issue
3924,I have a pain in my muscle,Muscle pain
3925,I feel cold when the night comes,Feeling cold
3926,My joints feel swollen,Joint pain
3927,Have severe cold and cough,Cough
3928,I feel a sharp pain in the stomach after eating,Stomach ache
3929,I have a mental suffering,Emotional pain
3930,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",Injury from sports
3931,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
3932,My shower drain is full of hair every time.,Hair falling out
3933,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain
3934,My neck is annoying me I can't sleep bacause of it,Neck pain
3935,I feel severe itching in the skin with redness,Skin issue
3936,I have a sharp pain in my ear,Ear ache
3937,I have severe shoulder pain,Shoulder pain
3938,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold
3939,"My body feels weak after my first day in the gym, why?",Body feels weak
3940,I had a sharp pain in my stomach,Stomach ache
3941,Sharp pain and heavy breathing,Internal pain
3942,my back hurts me a lot,Back pain
3943,When I walk it's hard to breath.,Hard to breath
3944,When i get up i see my skin vague,Skin issue
3945,My knee is hurting so badly.,Joint pain
3946,My back hurts me and i can't bend it or walk,Back pain
3947,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
3948,I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
3949,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain
3950,When I tried to be warm and wear more clothes I found that I was still cold,Feeling cold
3951,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",Feeling dizzy
3952,My shoulder has agreat pain,Shoulder pain
3953,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain
3954,I have a pain in my stomach,Internal pain
3955,"I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold.",Feeling cold
3956,My upper back has been sore for a week.,Back pain
3957,i feel pain in my body,Internal pain
3958,I feel a tightness in my chest,Hard to breath
3959,I feel pain in my eyes I can see fog,Blurry vision
3960,I feel dizzy after doing a muscular effort.,Feeling dizzy
3961,My back hurts so much I can't bend down to tie my shoelaces.,Back pain
3962,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",Blurry vision
3963,I could not exercise because of my knee pain,Knee pain
3964,i feel weak,Body feels weak
3965,I have acne in my face and other problema in my derma like itching,Skin issue
3966,I feel like the room is spinning,Feeling dizzy
3967,I tried alot of cream but i still feel the same skin problem,Skin issue
3968,there is a red stain in my skin,Skin issue
3969,stiffness inability to look right or left except by moving the whole body,Neck pain
3970,I have a headache every time I eat ice cream,Head ache
3971,my abdominal muscles have great pain since i was at GYM,Muscle pain
3972,I lose a lot of my hair,Hair falling out
3973,My calves feel like they are tight as knots and are throbbing,Muscle pain
3974,I feel joint pain every time I move,Joint pain
3975,I feel like the room is spinning,Feeling dizzy
3976,"I am always cold, even when I am wearing layers",Feeling cold
3977,My stomach has been sore since yesterday.,Stomach ache
3978,i have injured myself during the soccer match,Injury from sports
3979,I have blurry vision after I used a wrong medicine.,Blurry vision
3980,When my grand father died I felt a hard emotional pain,Emotional pain
3981,I have a problem in the expiration because i have abronchial asthma,Hard to breath
3982,I'm not good i'm feeling so cold,Feeling cold
3983,I have an ear ache when showering,Ear ache
3984,When I wake up I am feeling cold,Feeling cold
3985,I have pimples in patches along with a lot of redness on my face.,Acne
3986,When I was young I had an injury from sports in my knee.,Injury from sports
3987,I feel discomfort throughout the body in general,Body feels weak
3988,I feel depressed when I see my hair falling out,Hair falling out
3989,there pain in my foot,Foot ache
3990,I have an internal pain I cannot describe,Internal pain
3991,My back hurts so much I can't bend down to tie my shoelaces.,Back pain
3992,I can't get a girlfriend because of my acne.,Acne
3993,I complain alot with my neck pain and i really need to be better,Neck pain
3994,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
3995,i was playing football and injuried with joint pain.,Joint pain
3996,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound
3997,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
3998,I feel a tightness in my chest,Hard to breath
3999,I feel a burning sensation in my shoulder muscle.,Muscle pain
4000,When I was young I had an injury from sports in my knee.,Injury from sports
4001,I feel cold although we are in summer.,Feeling cold
4002,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
4003,i feel head ache,Head ache
4004,"i am feeling so dizzy, body is so fragile.",Body feels weak
4005,Feel like something is being jabbed into my joints,Joint pain
4006,My biceps started aching after I went to the gym,Muscle pain
4007,"I have a foot ache in winter, or when it feels cold, why?",Foot ache
4008,I've had this cough for two weeks.,Cough
4009,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
4010,I have difficulty in breathing in crowded places.,Hard to breath
4011,My acne gets worse when it is hot,Acne
4012,My back hurts so much I can't bend down to tie my shoelaces.,Back pain
4013,I have an open wound in my arm,Open wound
4014,I feel pain when i think of her,Emotional pain
4015,I have an internal pain I cannot describe,Internal pain
4016,My body feels weak and I tried to make it relax but it stills pain me,Body feels weak
4017,My back got injured while i was lifting at the gym,Injury from sports
4018,i feel pain in my stomach,Stomach ache
4019,i cant sleep because of cough,Cough
4020,My face break out badly every month around my cycle.,Acne
4021,i feel weak,Body feels weak
4022,"It is hard to breath when I am in the underground metro station, why?",Hard to breath
4023,My hair is falling when I am combing it.,Hair falling out
4024,I get clusters of pimples on my face that never go away.,Acne
4025,My foot hurts me a lot of playing football,Foot ache
4026,I have a pain in my joint,Joint pain
4027,I feel a tightness in my chest,Hard to breath
4028,my hair falling out,Hair falling out
4029,I fell a stiffness in my elbows and shoulders,Joint pain
4030,I have acne all over my face,Acne
4031,It feels like I can't take a deep breath,Hard to breath
4032,I have a hair shortage,Hair falling out
4033,I have a dry skin,Skin issue
4034,"i can't move my leg, there is pain in the joint",Joint pain
4035,I can't get a girlfriend because of my acne.,Acne
4036,I'm not good i feel dizzy,Feeling dizzy
4037,i have difficulty moving my neck,Neck pain
4038,i was travelling by ship and i feel dizzy.,Feeling dizzy
4039,My calves feel like they are tight as knots and are throbbing,Muscle pain
4040,stiffness inability to look right or left except by moving the whole body,Neck pain
4041,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne
4042,I feel weak all over.,Body feels weak
4043,I feel like my heart is on fire.,Heart hurts
4044,I have a great stomach ache and i can't eat any thing,Stomach ache
4045,itch at front and center of scalp,Hair falling out
4046,I got acne when I ate chili,Acne
4047,I have shoulder pain when I try to carry my groceries.,Shoulder pain
4048,When I lift my arms up I have a soreness in my shoulders,Shoulder pain
4049,I feel very hard to breathe,Hard to breath
4050,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
4051,I love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache
4052,The area around my heart doesn't feel good.,Heart hurts
4053,I have a pain in my head,Head ache
4054,My chest acne breaks out and never clears up.,Acne
4055,The crushing sensation on my heart leaves me breathless.,Heart hurts
4056,I feel joint pain every time I move,Joint pain
4057,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,Stomach ache
4058,I have an ear ache when showering,Ear ache
4059,The pain in my back dwwls like a sharp knife in it,Back pain
4060,My heart is beating fast and it scares me.,Heart hurts
4061,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound
4062,I've been feeling very sad lately,Emotional pain
4063,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound
4064,It hurts when I raise my arm up,Shoulder pain
4065,All my body is in a bad case and i need a good treatment,Joint pain
4066,There is pain in my joints. I can not bear pain,Joint pain
4067,I can't stand with this horrible feeling in my shoulder,Shoulder pain
4068,Can't keep focus,Head ache
4069,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache
4070,I feel a great amount of pressure of my head.,Head ache
4071,i have issue with my skin,Skin issue
4072,Surgical wound infections,Infected wound
4073,My body feels weak and i think that my face is fade and i can't sleep well,Body feels weak
4074,The severe pain in the stomach I feel,Stomach ache
4075,"I can't stand up, I feel my brain is moving inside my skull.",Head ache
4076,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain
4077,I have internal pain whenever I come down with a cold.,Internal pain
4078,I feel pain in my neck after waking up,Neck pain
4079,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound
4080,I have blurry vision after I used a wrong medicine.,Blurry vision
4081,I have eruptions on my face that come and go .,Acne
4082,I feel muscle pain every time I make an extra effort.,Muscle pain
4083,I am having running nose,Feeling cold
4084,I usually have a bad cough when I get flu.,Cough
4085,My chest acne breaks out and never clears up.,Acne
4086,I have a hard muscle pain since i went to the gym,Muscle pain
4087,I feel very hard to breathe,Hard to breath
4088,My shoulder has agreat pain,Shoulder pain
4089,I feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain
4090,I got acne when I ate chili,Acne
4091,I have a pain in my stomach,Internal pain
4092,I feel a soreness in my knees when I walk,Joint pain
4093,I have shoulder pain when I try to carry my groceries.,Shoulder pain
4094,I feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache
4095,I have a hard muscle pain since i went to the gym,Muscle pain
4096,I have a ear ache when I go to the pool,Ear ache
4097,i have injured myself during the soccer match,Injury from sports
4098,When I force my eyes to view I have blurry vision.,Blurry vision
4099,I am having running nose,Feeling cold
4100,I felt my heart hurts when I ran for along distance,Heart hurts
4101,fell skull is cracked like nuts,Head ache
4102,I don't do anything at home and still I feel exhausted.,Body feels weak
4103,"i was diagnosed with pneumonia, i can't breath easily.",Hard to breath
4104,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound
4105,My hair is falling out after I take a shower.,Hair falling out
4106,My entire body is freezing.,Feeling cold
4107,I usually have a bad cough when I get flu.,Cough
4108,I do not know why I feel cold,Feeling cold
4109,The area around my heart doesn't feel good.,Heart hurts
4110,I don't have full range of motion with my arms,Shoulder pain
4111,The crushing sensation on my heart leaves me breathless.,Heart hurts
4112,I have a throbbing in my joints,Joint pain
4113,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
4114,"When I move on my shoulder, pain shoots down my arm",Shoulder pain
4115,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,Hard to breath
4116,My neck is annoying me I can't sleep bacause of it,Neck pain
4117,I have a back pain since I fell on the floor.,Back pain
4118,I have a problem in the expiration because i have abronchial asthma,Hard to breath
4119,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain
4120,there is acne on my face,Acne
4121,"Laceration, rupture or opening in the skin",Open wound
4122,my hand open wound got infected,Infected wound
4123,I feel great pain in my feet after playing one of the sports games,Injury from sports
4124,I feel like the room is spinning,Feeling dizzy
4125,I hate my acne.,Acne
4126,"can't do any exercise, i feel weak",Body feels weak
4127,My infected wound caused a fever,Infected wound
4128,There is an injured person,Infected wound
4129,Every time I take a deep breath I start coughing,Cough
4130,I have a sharp pain in my ear,Ear ache
4131,I feel pain in my joint after an injury in the last football match I played.,Joint pain
4132,I have an indigestion,Stomach ache
4133,I have a sharp pain in my lower stomach.,Stomach ache
4134,I feel dizzy when i make sudden movements,Feeling dizzy
4135,Need to scratch my skin every minute,Skin issue
4136,i can't breath because of  Cough,Cough
4137,standing less than five minutes and my back start to ache,Back pain
4138,The wound is still open,Open wound
4139,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits.",Acne
4140,I'm in need for a treatment for my hair fall,Hair falling out
4141,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports
4142,It hurts when I bent my arm,Joint pain
4143,A terrible fall in hair,Hair falling out
4144,"my cbc report indicate 10 hb, i feel tired of little work.",Body feels weak
4145,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain
4146,I have a neck pain when I sit in-front of my laptop.,Neck pain
4147,When I carry heavy things i feel like breaking my back,Back pain
4148,I had alot of exercise yesterday so i feel sharp muscle pains,Muscle pain
4149,my abdominal muscles have great pain since i was at GYM,Muscle pain
4150,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,Foot ache
4151,There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain
4152,I have a pain internal,Internal pain
4153,i have disterbance in my emotion,Emotional pain
4154,I have cloudy eyes,Blurry vision
4155,The warming system of my house is broken and  feel so cold,Feeling cold
4156,I have a headache every time I eat ice cream,Head ache
4157,I get a knee pain when I walk a lot,Knee pain
4158,"I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down.",Hard to breath
4159,itch at front and center of scalp,Hair falling out
4160,when i was washing my hair it was falling out heavily,Hair falling out
4161,severe pain in the upper left side of chest and may have pain to back,Heart hurts
4162,I have a pain in my head,Head ache
4163,My hair is falling out after I take a shower.,Hair falling out
4164,I need a kind of cream wich make my muscles more relaxed,Muscle pain
4165,I feel a pain in my back when I sit on a chair for long.,Back pain
4166,When my grand father died I felt a hard emotional pain,Emotional pain
4167,Yesterday I had a shouder pain,Shoulder pain
4168,when i extend my leg there is pain in knee joint,Joint pain
4169,The crushing sensation on my heart leaves me breathless.,Heart hurts
4170,When I lift my arms up I have a soreness in my shoulders,Shoulder pain
4171,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache
4172,"i was diagnosed with pneumonia, i can't breath easily.",Hard to breath
4173,"I am always cold, even when I am wearing layers",Feeling cold
4174,I feel pain in my head with a vertigo,Head ache
4175,"redness, swelling, and difficulty walking",Knee pain
4176,My calves feel like they are tight as knots and are throbbing,Muscle pain
4177,i feel head ache,Head ache
4178,glass broken and wound my leg badly the wound is so wide,Open wound
4179,I've had this cough for two weeks.,Cough
4180,My back got injured while i was lifting at the gym,Injury from sports
4181,I can't move my head up and down.,Neck pain
4182,My acne gets worse when it is hot,Acne
4183,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",Infected wound
4184,I feel cold and chills even though my clothes are heavy,Feeling cold
4185,I have a blurry vision after my head was hit yesterday.,Blurry vision
4186,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound
4187,I can't do anything I feel a weak in my body,Body feels weak
4188,Every time I look to left I feel a sharp pain in my neck.,Neck pain
4189,When I tried to take care if my hair I found that it is falling out,Hair falling out
4190,The joints in my fingers are painful in the morning.,Joint pain
4191,"after playing football, i have muscle pain with my both legs.",Muscle pain
4192,My back hurts me and i can't bend it or walk,Back pain
4193,I used alot of pain killer to get better but i still feel the same back pain,Back pain
